0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
86,87,87,87,87,87,87,88,89,89,89,89,89,90,0,0,0,0,0,0,0,0,0,0,10
0,99,99,99,99,99,99,100,101,101,101,101,101,0,0,0,0,24,0,0,0,0,0,0,10
0,0,0,0,0,0,0,100,78,79,0,0,0,0,0,24,24,24,0,0,0,0,0,0,10
0,0,0,24,24,0,0,100,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,100,102,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,24,0,0,0,0,112,0,0,0,0,0,0,0,24,24,24,24,24,24,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,37,37,37,37,38,24,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,48,49,49,49,49,50,24,0,0,10
0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,24,24,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0,10
0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,10
0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
122,123,124,125,126,127,128,129,129,129,129,129,129,129,129,129,129,129,129,125,126,127,128,129,130
